Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,total_spawners_y_minus_2,total_spawners_y_minus_3,total_spawners_y_minus_4,total_spawners_y_minus_2_to_4,River_Alagnak,River_Egegik,River_Igushik,River_Kvichak,River_Naknek,River_Nushagak,River_Wood
1994,21592336.7833691,0.0,4.8515608448921515e-09,7655.95639390928,1909.70997451032,0.0,1129.5772153888,1635679.81816017,1072382.73567232,1920.25529877169,0.0,82362.8735844383,18335388.8386841,453907.018385498,4.877044305960421e-09,0.0,4.8515608448921515e-09,4.8775934630324714e-09,0.0,28426663.0971022,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,4725864.0,4222788.0,6970020.0,15918672.0,0,0,0,1,0,0,0
1995,28426663.0971022,0.0,3450.15638372219,2556.18570885535,8.992760762306852e-09,0.0,0.0,2192435.47131083,890766.528272166,5.9951738408483e-09,0.0,1940.0294453092,22046413.9434309,3276620.61265222,5.9951738408483e-09,0.0,12480.1698981702,5.9953139068479215e-09,0.0,4474670.1871751,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,4025166.0,4725864.0,4222788.0,12973818.0,0,0,0,1,0,0,0
1996,4474670.1871751,0.0,0.0,3727.13358975596,3.263608636205e-09,0.0,229.693582572667,651582.687252569,1181693.15116645,3.263608636205e-09,0.0,2138.09363863227,1008515.73343956,1626783.69450554,3.263608636205e-09,0.0,3.26382167403941e-09,3.26197616640749e-09,0.0,2392217.58378593,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,8355936.0,4025166.0,4725864.0,17106966.0,0,0,0,1,0,0,0
1997,2392217.58378593,0.0,4.60936224920537e-05,0.00199929588595,0.0003139380262835,0.0,1846.66668308248,1087088.05581493,300635.187870466,12027.4059607916,0.0,678.337366767972,751845.117502997,236952.149820738,1144.65525181688,0.0,0.0002277526695852,0.0049272608938596,0.0,3811020.54992795,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,10038720.0,8355936.0,4025166.0,22419822.0,0,0,0,1,0,0,0
1998,3811020.54992795,0.0,0.0,3.04751041796474e-09,2571.05108443688,0.0,17605.4118429777,2023631.03936713,873115.774861855,1.52336694250619e-09,0.0,47953.4540754297,683919.411290515,162224.407405591,2.28505041375981e-09,0.0,2.28692434493378e-09,2.28563281347329e-09,0.0,13203151.6074049,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,1450000.0,10038720.0,8355936.0,19844656.0,0,0,0,1,0,0,0
1999,13203151.6074049,0.0,0.0,0.0,0.0,0.0,0.0,7737952.02207543,1062071.60333619,4918.43288591109,0.0,3.53387605278922e-09,3920260.54867729,477949.00043002,1.23668027481926e-08,0.0,3.53344179387558e-09,3.53335490901793e-09,0.0,3569959.42104111,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,1500000.0,1450000.0,10038720.0,12988720.0,0,0,0,1,0,0,0
2000,3569959.42104111,0.0,0.0,0.0,15.6894656262001,0.0,0.0,547555.939104106,2098055.6476268,94.1367937593042,0.0,0.0,677133.031946363,247104.976104451,0.0,0.0,2.1036537685157203e-09,2.10365963920004e-09,0.0,1940224.70834125,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,2296074.0,1500000.0,1450000.0,5246074.0,0,0,0,1,0,0,0
2001,1940224.70834125,0.0,0.0,73.3836611093551,0.0,0.0,58.7069288887365,159364.714192619,1651817.78641507,7703.19741986663,1.8644714621532303e-09,14.6767322231234,24302.420013975,96801.7625841593,88.0603933330962,0.0,1.2483230379016e-09,1.2485099561547e-09,0.0,897873.611039126,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,6196914.0,2296074.0,1500000.0,9992988.0,0,0,0,1,0,0,0
2002,897873.611039126,0.0,14.3084908718119,0.0,0.0,0.0,370.104087207093,375942.275188152,140515.836672732,9155.27518889863,0.0,638.135609259161,342016.937402607,27655.7467201827,1500.60347028823,1.2526292467148e-09,50.0797180525942,14.3084908730645,0.0,2001790.18595576,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,1827780.0,6196914.0,2296074.0,10320768.0,0,0,0,1,0,0,0
2003,2001790.18595576,0.0,0.0,0.0,0.0,0.0,15.5616537955945,1010493.43929947,422187.122837543,575.781190381218,1.54560982289606e-09,51079.32601503,343819.119616924,173308.602266727,62.2466151777271,0.0,248.986460706271,1.5469094107360802e-09,0.0,8091278.30934923,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,1095348.0,1827780.0,6196914.0,9120042.0,0,0,0,1,0,0,0
2004,8091278.30934923,0.0,0.0,17.5613178285529,0.0,0.0,0.0,1884667.87736433,278784.258858939,18295.8330532142,0.0,3.77050698484909e-09,5815822.76878839,93558.6819483327,123.419936708105,0.0,3.774767882077e-09,3.77534489511281e-09,7.9080814750604,2867678.88859573,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,703884.0,1095348.0,1827780.0,3627012.0,0,0,0,1,0,0,0
2005,2867678.88859573,0.0,0.0,19.4441344189765,0.0,0.0,3390.69693475351,633259.026961788,1264567.00289689,12362.325138735,0.0,1450.35672365002,742842.990470394,208249.328913572,2.72350198249116e-09,0.0,1537.71642151949,2.72336094401331e-09,0.0,5715389.79610706,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,1690000.0,703884.0,1095348.0,3489232.0,0,0,0,1,0,0,0
2006,5715389.79610706,0.0,9968.76712117356,4.0325940547941205e-09,1783.56656247289,0.0,3846.73672084768,2456932.18694439,2051098.47023304,1992.13965671822,0.0,2385.72144724474,819689.213281803,367259.346565094,60.756921011923,0.0,312.133732252854,60.7569210132676,0.0,5917491.96338967,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,5500134.0,1690000.0,703884.0,7894018.0,0,0,0,1,0,0,0
2007,5917491.96338967,0.0,0.0,0.0,0.0,0.0,0.0,3595854.01013122,1265247.02367751,12833.8656797666,0.0,3.28684215563411e-09,142426.304356772,901130.75954439,3.28071260745806e-09,0.0,3.2825025944364103e-09,3.2805848005315e-09,0.0,6032351.80402454,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,2320332.0,5500134.0,1690000.0,9510466.0,0,0,0,1,0,0,0
2008,6032351.80402454,0.0,0.0,3.31399311936349e-09,3.3137925805688e-09,0.0,4315.98892990924,4799243.53936282,1186521.23070345,623.591531027634,3.31416614630264e-09,3.31485859461434e-09,31398.6581417281,10248.7953555799,3.3137925805688e-09,0.0,3.31405670861838e-09,3.31399311936349e-09,0.0,6961784.09424465,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,3068226.0,2320332.0,5500134.0,10888692.0,0,0,0,1,0,0,0
2009,6961784.09424465,0.0,0.0,0.0,0.0,0.0,2910.88271860497,1254242.5550963,2931163.79928249,9276.59220494313,0.0,3.2916481614597e-09,2634425.85403184,129764.410910465,3.28315698758421e-09,0.0,3.28478674427743e-09,0.0,0.0,10779329.0666532,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,2810208.0,3068226.0,2320332.0,8198766.0,0,0,0,1,0,0,0
2010,10779329.0666532,0.0,0.0,3.12692232980184e-09,3.12679459055801e-09,0.0,3.1287402296158103e-09,3663815.12406944,2033447.41170725,9.380383771674441e-09,0.0,3.1287402296158103e-09,4527247.8635668,554818.667309667,3.12679459055801e-09,0.0,9.38168239474789e-09,0.0,0.0,7228364.43811304,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.85752287195689,2757912.0,2810208.0,3068226.0,8636346.0,0,0,0,1,0,0,0
2011,7228364.43811304,0.0,0.0,1.92681527580629e-08,2.56856507298795e-09,0.0,0.0,1542519.61604364,2701997.16980604,8367.21090810645,0.0,24304.7110186645,1197114.77601078,1754060.95432576,1.41271079003936e-08,0.0,3.8547149739685605e-09,6.4227175867174414e-09,0.0,12269042.282635,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,2270000.0,2757912.0,2810208.0,7838120.0,0,0,0,1,0,0,0
2012,12269042.282635,0.0,0.0,5361.71635579695,1768.02089535328,0.0,0.0,2680276.84883561,1853138.5504593,1879.05015033539,0.0,2521.16007667278,6975694.85383046,746953.270896899,1159.0487065719,0.0,289.762427949248,2.87065340210405e-09,0.0,6325832.5506333,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,4207410.0,2270000.0,2757912.0,9235322.0,0,0,0,1,0,0,0
2013,6325832.5506333,0.0,0.0,0.0,2.17086936077512e-08,0.0,3046.77577356257,741126.904984555,1931316.27522207,5956.06097048843,2.0844751617251e-06,11614.0455213621,1247831.25991962,2380396.53009255,4285.17381599942,0.0,9.27564281609032e-09,259.524330974079,0.0,17609473.737241,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,2260000.0,4207410.0,2270000.0,8737410.0,0,0,0,1,0,0,0
2014,17609473.737241,0.0,0.0,302.972012548071,0.0,0.0,4590.98176056788,6056268.63210217,1002139.74787987,30157.6395309263,0.0,87433.1591459845,9731029.15918795,679367.620011474,15623.1716477394,0.0,2560.65396177918,3.30055898768259e-09,0.0,23103789.6874049,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,4164444.0,2260000.0,4207410.0,10631854.0,0,0,0,1,0,0,0
2015,23103789.6874049,0.0,7703.31030263389,36.4918788981049,0.0,0.0,21301.0261316663,2846068.63972276,5544927.75611702,5283.87874815319,0.0,43950.3444786463,13230425.1395913,1396185.01086911,0.0,0.0,7908.08956473697,0.0,0.0,14195449.4202825,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,2090000.0,4164444.0,2260000.0,8514444.0,0,0,0,1,0,0,0
1984,3876353.26508531,0.0,0.0,4.304210734677421e-09,4.29943877997752e-09,0.0,4917.33409049559,1059832.78749073,1322933.66374814,2206.20497897251,0.0,17348.8027243797,761179.388082813,704090.227885294,1393.6299949372,0.0,958.34263840655,1492.88345113526,0.0,4237309.74564934,1.68,1006.28,26.01333333333333,-0.2866666666666667,-0.1640481899999999,-0.3995,1.4825,0.116,5.851268410682678,0.2445001555211616,31.80035350571817,1155552.0,1796220.0,2644698.0,5596470.0,0,0,0,0,1,0,0
1985,4237309.74564934,0.0,0.0,3.92535217117661e-09,0.0,0.0,5105.33506505373,772537.977071174,1633506.24524206,5049.53193367545,0.0,5872.94093030295,1344991.40531127,464176.512182224,3.92536200726632e-09,0.0,6069.79791356745,3.92535217117661e-09,0.0,3991315.64847112,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,4.103607922792435,-1.503160332369082,31.674259449119,888294.0,1155552.0,1796220.0,3840066.0,0,0,0,0,1,0,0
1986,3991315.64847112,0.0,0.0,2.11579322499994e-09,0.0,0.0,2.09802809616507e-09,163880.66985914,2360631.38894305,11988.3240167792,0.0,0.0,592812.200351995,860503.654356352,2.1125490756234603e-09,0.0,2.1143973752199503e-09,1499.41094379123,0.0,2319010.0767258,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,4.293108284473419,-1.3136599706880974,31.78162238135267,1242474.0,888294.0,1155552.0,3286320.0,0,0,0,0,1,0,0
1987,2319010.0767258,2.4619197993349903e-09,2.4719352892394702e-09,2.4739708989432203e-09,2.4771536636289903e-09,0.0,248.558936247438,179535.997593239,941344.981516507,18750.7398995883,0.0,7908.84844690364,225871.890081394,943847.476752327,1501.58349958441,0.0,2.4719352892394702e-09,0.0,0.0,1962972.63390798,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,1849938.0,1242474.0,888294.0,3980706.0,0,0,0,0,1,0,0
1988,1962972.63390798,0.0,2.19363797918319e-09,2.19270795798612e-09,2.19154216935289e-09,0.0,2109.99172521108,513736.30260592,556011.897523401,27630.3945395189,0.0,30951.3491785531,351039.263127891,477076.065000036,4417.3702074374,0.0,2.19363797918319e-09,2.19270795798612e-09,0.0,3669831.2953558,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,1977645.0,1849938.0,1242474.0,5070057.0,0,0,0,0,1,0,0
1989,3669831.2953558,0.0,4.4019029894151404e-09,1525.85751511716,4.40655697028222e-09,0.0,7751.94956985668,828787.4423946,827818.965545254,5897.07966071996,682.944487002935,31776.9365899887,1575843.643555,382132.657386267,7613.81865197156,4.38139055612178e-09,4.4019029894151404e-09,4.40241057894449e-09,0.0,8300331.60069112,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,1061806.0,1977645.0,1849938.0,4889389.0,0,0,0,0,1,0,0
1990,8300331.60069112,0.0,2660.29076009113,5554.80522024779,3713.35292534463,0.0,4.66391148194813e-09,1858983.82544858,3274444.93950671,12059.872515101,0.0,2489.48075273992,1612753.36439599,1527671.6691663,4.69604611841654e-09,0.0,4.6867550021817514e-09,4.69211563959503e-09,0.0,9754424.63249577,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,1037862.0,1061806.0,1977645.0,4077313.0,0,0,0,0,1,0,0
1991,9754424.63249577,0.0,3.84666147682797e-09,14665.4043633362,3.84801524508228e-09,0.0,0.0,369590.255973837,6684278.94040582,54935.1287849712,0.0,2471.6078581962,1219364.52692957,1407689.14807708,1429.62010294494,0.0,3.84666147682797e-09,3.849029291687681e-09,0.0,5222906.78506534,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,1161984.0,1037862.0,1061806.0,3261652.0,0,0,0,0,1,0,0
1992,5222906.78506534,0.0,4.53622268192115e-09,4.54538171886551e-09,3069.00806257965,0.0,1191.78261996315,354737.962299196,1244917.68044809,439131.494950736,0.0,31753.3720465885,616859.469851407,2484591.1239052,37992.4878351525,0.0,4.53622268192115e-09,8662.40304640931,0.0,5577184.76242053,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,2092578.0,1161984.0,1037862.0,4292424.0,0,0,0,0,1,0,0
1993,5577184.76242053,0.0,0.0,5.1011050368597e-09,0.0,0.0,5.1013857153651414e-09,360910.259530495,1120895.25967834,119538.615473596,742.804516925869,4535.82924553982,780077.429791028,3148639.66224016,41844.9019444225,0.0,5.101099460074931e-09,5.1011050368597e-09,0.0,3700808.24107306,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,3578508.0,2092578.0,1161984.0,6833070.0,0,0,0,0,1,0,0
1994,3700808.24107306,0.0,2264.59366585635,4.9350779860145506e-09,4.93529470970089e-09,0.0,11436.8045496153,659726.896789352,819386.622423112,18881.1758009103,0.0,54894.243808705,1406718.53377192,716195.400841927,11303.9694216425,0.0,4.94563246899153e-09,4.9350779860145506e-09,0.0,3440141.64410542,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,1606650.0,3578508.0,2092578.0,7277736.0,0,0,0,0,1,0,0
1995,3440141.64410542,0.0,5.9856512860562705e-09,5.985644637788321e-09,5.98563726835333e-09,0.0,0.0,451505.364261898,911101.43911156,5.98563726835333e-09,0.0,2602.94848009323,1531081.46027709,537975.151982086,3330.34368086552,0.0,2544.93631180144,5.985644637788321e-09,0.0,4662460.92704385,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,1535658.0,1606650.0,3578508.0,6720816.0,0,0,0,0,1,0,0
1996,4662460.92704385,0.0,0.0,5617.72139403374,3.20761446136988e-09,0.0,122.458983367356,158742.824990435,3533615.67343824,5004.68315999176,0.0,487.368950568816,139216.171176085,819654.02495112,3.20761446136988e-09,0.0,3.207484584576e-09,3.20860702006069e-09,0.0,1910810.19559492,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,990810.0,1535658.0,1606650.0,4133118.0,0,0,0,0,1,0,0
1997,1910810.19559492,0.0,5.91638827912211e-05,0.0004411458049333,5.42097799245421e-05,0.0,4949.92304783206,352180.965215156,751849.023652494,62714.2797372862,0.0,14445.3446731611,282464.847354202,424425.078576968,16163.599681504,1617.12580764688,0.003685071449263,0.0036090758302614,0.0,2365116.31779293,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,1111140.0,990810.0,1535658.0,3637608.0,0,0,0,0,1,0,0
1998,2365116.31779293,0.0,0.0,2.2756828923896603e-09,0.0,0.0,8708.22546704754,504530.827538531,1121937.80794475,11956.2940814238,0.0,17068.5759627323,430638.544022847,265278.323726966,1458.44290294777,0.0,3539.27614568075,1.5171219282595e-09,0.0,4701483.59042714,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,1078098.0,1111140.0,990810.0,3180048.0,0,0,0,0,1,0,0
1999,4701483.59042714,0.0,0.0,0.0,0.0,0.0,1386.14270256819,2425255.49962354,758141.952572327,24034.424789617,0.0,502.139468440963,730718.838285128,761444.592985505,3.53154189970363e-09,0.0,3.53187341267416e-09,3.53145950888567e-09,0.0,3967486.10829848,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,1025664.0,1078098.0,1111140.0,3214902.0,0,0,0,0,1,0,0
2000,3967486.10829848,0.0,0.0,0.0,282.69982189466,0.0,0.0,340634.566103316,3130745.32811901,1696.19893137005,0.0,0.0,117753.99951469,376373.315808193,0.0,0.0,2.08469981908446e-09,2.08468311887446e-09,0.0,5991184.94059195,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,1202172.0,1025664.0,1078098.0,3305934.0,0,0,0,0,1,0,0
2001,5991184.94059195,0.0,0.0,1330.83506201483,0.0,0.0,1064.66804961309,97471.4974381258,5591154.33758177,68798.0960919868,2.4760115396748703e-09,6840.81230471444,49654.1915278732,172127.945770709,2742.55676513604,0.0,1.8489531359335702e-09,1.8486529195512502e-09,0.0,2813597.65747736,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,1625364.0,1202172.0,1025664.0,3853200.0,0,0,0,0,1,0,0
2002,2813597.65747736,0.0,256.538071936721,0.0,0.0,0.0,0.0,595642.300287036,899635.540323144,107358.681417431,0.0,1475.2079336621,825499.876103832,379239.654670222,3335.43734638006,1.2348126928192102e-09,897.883251779759,256.538071937956,0.0,4861853.11575964,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,1375488.0,1625364.0,1202172.0,4203024.0,0,0,0,0,1,0,0
2003,4861853.11575964,0.0,0.0,0.0,0.0,0.0,2965.7954579216,713059.888060236,1957153.56816868,15456.4920248888,1.48095673603862e-09,7565.74140766307,553804.860296737,1604686.5529708,2675.55197780762,0.0,4484.66539490221,1.47925990964558e-09,0.0,4066709.7034055,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,1830000.0,1375488.0,1625364.0,4830852.0,0,0,0,0,1,0,0
2004,4066709.7034055,0.0,0.0,317.203918591903,0.0,0.0,0.0,1207028.86475426,1388588.21598085,17915.9922454029,0.0,3.7248717353751795e-09,707967.121693687,742520.172936702,2229.29097956638,0.0,3.73628209790541e-09,3.73779370162624e-09,142.840896422819,8765371.00629132,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,1263918.0,1830000.0,1375488.0,4469406.0,0,0,0,0,1,0,0
2005,8765371.00629132,0.0,0.0,349.796757149409,0.0,0.0,48568.9280272866,484233.355316322,6824908.77785729,14886.7267398488,0.0,10587.7927433843,453896.901675349,927938.727174682,2.69184976413538e-09,0.0,2.69142243599772e-09,2.69137713459147e-09,0.0,5342241.08539432,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,1831170.0,1263918.0,1830000.0,4925088.0,0,0,0,0,1,0,0
2006,5342241.08539432,0.0,0.0,2.664582521746e-09,2.66434844201575e-09,0.0,8942.05890315605,1471105.54402306,2926493.29707033,79276.5599842448,0.0,1829.33528582607,396239.388226401,454432.117698953,1095.36719985757,0.0,1732.04980263171,1095.36719985757,0.0,8438491.67331394,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,1939674.0,1831170.0,1263918.0,5034762.0,0,0,0,0,1,0,0
2007,8438491.67331394,0.0,0.0,0.0,0.0,0.0,0.0,3692037.19254309,3683675.67809876,50778.7321105377,0.0,3.2523510136595103e-09,250688.439937161,761311.630624377,3.2481012929768e-09,0.0,3.24933567384722e-09,4.87202007907332e-09,0.0,9129940.88360124,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,2744622.0,1939674.0,1831170.0,6515466.0,0,0,0,0,1,0,0
2008,9129940.88360124,0.0,0.0,3.31964912707174e-09,3.3197771016641503e-09,0.0,36671.9471639673,986911.336899318,7549811.97513243,93383.7818237125,3419.83801343614,3321.20069968272,247183.187289724,209237.616578944,3.3197771016641503e-09,0.0,3.31960550140945e-09,3.31964912707174e-09,0.0,4912919.86145329,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,1953228.0,2744622.0,1939674.0,6637524.0,0,0,0,0,1,0,0
2009,4912919.86145329,0.0,0.0,0.0,0.0,0.0,50441.6959960496,1302924.7710825,1652172.79248148,279025.578953312,0.0,10574.3937923708,979063.191611649,615269.014273872,21791.888214921,0.0,1656.53504713167,0.0,0.0,5436897.89957308,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,2945304.0,1953228.0,2744622.0,7643154.0,0,0,0,0,1,0,0
2010,5436897.89957308,0.0,0.0,3.1292679787364903e-09,3.12891804776962e-09,0.0,17540.5492511427,1657238.27752978,2255794.84990553,15654.8697244098,0.0,18821.2318274557,801427.187885937,665454.380787849,4966.55266096474,0.0,3.13013392158974e-09,0.0,0.0,5520113.23060935,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.85752287195689,2472690.0,2945304.0,1953228.0,7371222.0,0,0,0,0,1,0,0
2011,5520113.23060935,0.0,0.0,994.304026039052,2.5724277755458e-09,0.0,23086.8952629586,1861894.7592203,1928248.1182961,24685.0016809943,0.0,14339.3566796502,717671.066216282,947784.836860407,1408.89236661134,0.0,2.5751982991952503e-09,5.14710702204239e-09,0.0,3322918.24103737,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,1169466.0,2472690.0,2945304.0,6587460.0,0,0,0,0,1,0,0
2012,3322918.24103737,0.0,0.0,88.5176538030227,2.8673864307024e-09,0.0,5414.94606410369,580269.339447724,1539525.30509873,33266.2823208704,0.0,13079.8672665994,645374.19922285,499064.361536709,4193.92073025483,0.0,88.5176538015897,2552.98404192116,0.0,3074881.62181673,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,1463928.0,1169466.0,2472690.0,5106084.0,0,0,0,0,1,0,0
2013,3074881.62181673,0.0,0.0,0.0,6.2249426699545e-09,0.0,97716.5203821839,457482.250275066,1595287.09776143,31151.7599223674,1168.68067510237,5755.89118549514,360751.128044291,524183.911495455,1305.01065664423,0.0,5.19385712674028e-09,79.3714186846922,0.0,5323139.58615782,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,1177074.0,1463928.0,1169466.0,3810468.0,0,0,0,0,1,0,0
